Team + Rank,Minutes Rank,Player,Class,Pos,School,Conf,G,MP,Totals FG,Totals FGA,Totals 2P,Totals 2PA,Totals 3P,Totals 3PA,Totals FT,Totals FTA,Totals ORB,Totals DRB,Totals TRB,Totals AST,Totals STL,Totals BLK,Totals TOV,Totals PF,Totals PTS
Michigan12,12,Andrew Dakich,JR,G,Michigan,Big Ten,22,103,5,12,4,6,1,6,3,3,3,11,14,14,6,0,8,9,14
Michigan13,13,Spike Albrecht,SR,G,Michigan,Big Ten,9,73,4,11,2,4,2,7,5,7,1,5,6,11,3,0,1,2,15
Michigan State1,1,Denzel Valentine,SR,G,Michigan State,Big Ten,30,985,200,431,99,205,101,226,81,95,23,204,227,229,30,7,79,48,582
Michigan State2,2,Bryn Forbes,SR,G,Michigan State,Big Ten,34,952,161,331,53,108,108,223,61,73,12,61,73,51,13,1,29,48,491
Michigan State3,3,Matt Costello,SR,F,Michigan State,Big Ten,34,771,139,254,137,246,2,8,72,96,100,179,279,44,22,41,38,72,352
Michigan State4,4,Eron Harris,JR,G,Michigan State,Big Ten,34,708,105,246,64,150,41,96,66,82,25,63,88,70,9,3,48,74,317
Michigan State5,5,Deyonta Davis,FR,F,Michigan State,Big Ten,34,635,114,191,114,191,0,0,23,38,70,118,188,26,9,63,30,78,251
Michigan State6,6,Matt McQuaid,FR,G,Michigan State,Big Ten,34,539,43,110,17,47,26,63,8,11,10,18,28,57,13,10,26,58,120
Michigan State7,7,Lourawls Nairn,SO,G,Michigan State,Big Ten,27,516,33,87,30,71,3,16,10,23,3,28,31,91,8,1,25,41,79
Michigan State8,8,Javon Bess,SO,F,Michigan State,Big Ten,31,344,31,72,30,63,1,9,31,54,23,50,73,21,9,7,13,38,94
Michigan State9,9,Gavin Schilling,JR,F,Michigan State,Big Ten,23,288,32,64,32,64,0,0,23,35,24,48,72,15,8,8,21,39,87
Michigan State10,10,Marvin Clark,SO,F,Michigan State,Big Ten,29,288,44,82,34,57,10,25,15,20,22,53,75,10,8,11,19,48,113
Michigan State11,11,Kenny Goins,FR,F,Michigan State,Big Ten,25,262,20,28,20,28,0,0,12,21,24,51,75,19,4,11,15,32,52
Michigan State12,12,Alvin Ellis,JR,G,Michigan State,Big Ten,32,243,27,65,13,30,14,35,17,24,11,37,48,35,11,4,14,27,85
Michigan State13,13,Colby Wollenman,SR,F,Michigan State,Big Ten,30,181,13,24,13,24,0,0,9,13,18,29,47,20,1,4,16,28,35
Michigan State14,14,Kyle Ahrens,FR,G,Michigan State,Big Ten,25,86,10,24,6,11,4,13,7,10,8,8,16,7,2,2,9,10,31
Michigan State15,15,Matt Van Dyk,JR,F,Michigan State,Big Ten,20,49,7,14,7,14,0,0,9,13,2,11,13,4,3,2,3,8,23
Middle Tennessee1,1,Reggie Upshaw,JR,F,Middle Tennessee,CUSA,33,1024,176,348,152,284,24,64,81,159,95,191,286,71,49,26,61,75,457
Middle Tennessee2,2,Perrin Buford,SR,F,Middle Tennessee,CUSA,33,943,155,301,140,265,15,36,72,104,61,133,194,62,25,38,61,86,397
Middle Tennessee3,3,Darnell Harris,SR,F,Middle Tennessee,CUSA,33,877,129,310,75,174,54,136,71,112,42,91,133,40,17,23,43,85,383
Middle Tennessee4,4,Jaqawn Raymond,SR,G,Middle Tennessee,CUSA,33,759,52,133,25,50,27,83,35,55,11,55,66,59,29,4,45,77,166
Middle Tennessee5,5,Giddy Potts,SO,G,Middle Tennessee,CUSA,27,742,130,264,57,119,73,145,57,76,24,119,143,34,28,9,29,83,390
Middle Tennessee6,6,Edward Simpson,SO,G,Middle Tennessee,CUSA,30,651,51,137,22,52,29,85,19,39,12,67,79,54,15,2,26,53,150
Middle Tennessee7,7,Quavius Copeland,SO,G,Middle Tennessee,CUSA,33,508,63,153,52,108,11,45,21,33,2,28,30,63,13,0,51,41,158
Middle Tennessee8,8,Xavier Habersham,JR,F,Middle Tennessee,CUSA,32,372,37,102,15,41,22,61,9,17,12,40,52,9,3,5,12,44,105
Middle Tennessee9,9,Jacob Ivory,SO,G,Middle Tennessee,CUSA,16,257,14,41,13,34,1,7,31,34,2,23,25,28,11,1,16,27,60
Middle Tennessee10,10,Aldonis Foote,JR,G,Middle Tennessee,CUSA,27,226,29,61,25,51,4,10,13,23,14,41,55,11,10,1,15,43,75
Middle Tennessee11,11,Joshua Phillips,JR,F,Middle Tennessee,CUSA,27,144,12,24,12,23,0,1,7,16,12,31,43,0,4,3,16,31,31
Middle Tennessee12,12,Karl Gamble,FR,F,Middle Tennessee,CUSA,30,122,9,28,9,28,0,0,9,21,11,20,31,0,1,4,8,27,27
Milwaukee1,1,Jordan Johnson,JR,G,Milwaukee,Horizon,32,1134,113,264,88,185,25,79,149,190,19,98,117,259,29,1,90,64,400
Milwaukee2,2,Austin Arians,JR,F,Milwaukee,Horizon,33,1029,127,321,48,97,79,224,44,52,26,101,127,42,25,6,21,64,377
Milwaukee3,3,Akeem Springs,JR,G,Milwaukee,Horizon,32,1022,154,314,115,203,39,111,76,107,34,137,171,54,27,2,46,65,423
Milwaukee4,4,Matt Tiby,SR,F,Milwaukee,Horizon,33,993,155,340,112,225,43,115,161,195,60,212,272,66,11,10,68,78,514
Milwaukee5,5,J.J. Panoske,SR,F,Milwaukee,Horizon,33,754,135,263,92,157,43,106,32,41,37,135,172,46,6,54,44,89,345
Milwaukee6,6,Cody Wichmann,JR,G,Milwaukee,Horizon,33,507,52,109,10,22,42,87,11,17,22,45,67,28,12,2,10,56,157
Milwaukee7,7,J.R. Lyle,SR,G,Milwaukee,Horizon,30,379,41,87,26,40,15,47,22,33,11,14,25,12,13,1,17,41,119
Milwaukee8,8,Brock Stull,FR,G,Milwaukee,Horizon,30,273,27,61,20,36,7,25,16,22,13,39,52,21,7,3,13,25,77
Milwaukee9,9,JayQuan McCloud,FR,G,Milwaukee,Horizon,18,247,33,83,24,54,9,29,20,25,13,18,31,15,8,5,16,27,95
Milwaukee10,10,Brett Prahl,SO,F,Milwaukee,Horizon,24,99,12,16,12,15,0,1,5,10,10,8,18,2,1,1,9,23,29
Milwaukee11,11,Justin Jordan,SO,G,Milwaukee,Horizon,4,63,4,13,4,11,0,2,0,0,0,5,5,2,1,0,7,3,8
Milwaukee12,12,Derek Rongstad,FR,G,Milwaukee,Horizon,11,56,7,13,4,8,3,5,3,4,8,4,12,3,4,0,4,5,20
Milwaukee13,13,Scotty Tyler,SO,F,Milwaukee,Horizon,12,49,5,12,5,11,0,1,0,0,9,6,15,4,1,1,1,10,10
Milwaukee14,14,Alex Prahl,SO,F,Milwaukee,Horizon,11,44,5,7,5,7,0,0,5,6,1,3,4,1,1,0,4,6,15
Milwaukee15,15,Dan Studer,JR,F,Milwaukee,Horizon,8,34,5,14,5,10,0,4,2,6,3,5,8,3,2,0,3,4,12
Milwaukee16,16,Jeremy Johnson,FR,G,Milwaukee,Horizon,1,27,3,4,2,2,1,2,7,8,0,1,1,8,1,0,1,0,14
Milwaukee17,17,Baylor Peterson,FR,F,Milwaukee,Horizon,4,15,1,6,1,2,0,4,1,2,0,1,1,0,0,0,0,2,3
Minnesota1,1,Nate Mason,SO,G,Minnesota,Big Ten,27,888,130,334,91,205,39,129,74,93,8,69,77,121,24,1,46,53,373
Minnesota2,2,Joey King,SR,F,Minnesota,Big Ten,29,854,99,235,40,89,59,146,78,88,27,83,110,38,15,9,27,85,335
Minnesota3,3,Jordan Murphy,FR,F,Minnesota,Big Ten,31,822,135,293,126,252,9,41,82,134,86,161,247,22,32,32,55,103,361
Minnesota4,4,Charles Buggs,JR,F,Minnesota,Big Ten,28,675,60,131,37,59,23,72,20,26,17,62,79,18,17,14,26,50,163
Minnesota5,5,Bakary Konate,SO,C,Minnesota,Big Ten,31,665,56,110,56,108,0,2,38,56,49,109,158,13,6,32,36,85,150
Minnesota6,6,Dupree McBrayer,FR,G,Minnesota,Big Ten,27,617,44,135,32,87,12,48,59,95,7,56,63,68,27,3,33,50,159
Minnesota7,7,Carlos Morris,SR,G,Minnesota,Big Ten,24,613,86,221,61,150,25,71,39,56,13,72,85,34,19,6,44,32,236
Minnesota8,8,Kevin Dorsey,FR,G,Minnesota,Big Ten,26,484,58,161,50,118,8,43,54,75,11,49,60,37,12,6,36,43,178
Minnesota9,9,Ahmad Gilbert,FR,G,Minnesota,Big Ten,21,295,28,91,18,47,10,44,5,11,9,31,40,17,13,3,13,25,71
Minnesota10,10,Stephon Sharp,FR,G,Minnesota,Big Ten,15,186,19,50,14,33,5,17,15,20,8,6,14,10,1,3,16,15,58
Minnesota11,11,Gaston Diedhiou,SO,F,Minnesota,Big Ten,24,131,6,18,6,18,0,0,5,8,9,9,18,1,3,3,5,22,17
Minnesota12,12,Mike Lukashewich,SO,G,Minnesota,Big Ten,4,26,2,2,1,1,1,1,0,0,1,2,3,0,1,0,1,2,5
Minnesota13,13,Darin Haugh,JR,G,Minnesota,Big Ten,6,19,1,4,1,2,0,2,0,0,0,0,0,0,0,0,3,0,2
Mississippi1,1,Stefan Moody,SR,G,Mississippi,SEC,31,1072,208,510,105,238,103,272,212,256,31,69,100,133,46,3,118,75,731
Mississippi2,2,Rasheed Brooks,JR,G,Mississippi,SEC,32,880,101,272,57,124,44,148,21,38,19,86,105,52,42,10,30,65,267
Mississippi3,3,Tomasz Gielo,SR,F,Mississippi,SEC,32,877,110,283,56,129,54,154,43,53,26,111,137,51,17,13,36,85,317
Mississippi4,4,Martavious Newby,SR,G,Mississippi,SEC,30,835,38,113,30,77,8,36,62,88,69,93,162,71,41,6,49,76,146
Mississippi5,5,Sebastian Saiz,JR,F,Mississippi,SEC,26,741,115,234,113,224,2,10,73,112,79,148,227,17,23,28,35,78,305
Mississippi6,6,Anthony Perez,SR,F,Mississippi,SEC,31,721,70,165,40,89,30,76,46,67,46,80,126,31,19,8,36,88,216
Mississippi7,7,Marcanvis Hymon,FR,F,Mississippi,SEC,32,565,78,149,78,149,0,0,39,73,67,99,166,15,22,29,21,80,195
Mississippi8,8,Donte Fitzpatrick-Dorsey,FR,G,Mississippi,SEC,21,255,25,52,23,46,2,6,25,35,9,16,25,20,12,0,26,31,77
Mississippi9,9,Sam Finley,JR,G,Mississippi,SEC,17,214,27,76,25,58,2,18,30,45,5,24,29,9,9,1,15,16,86
Mississippi10,10,Terence Davis,FR,G,Mississippi,SEC,20,132,13,30,10,19,3,11,7,19,7,12,19,6,7,2,5,22,36
